"Series Description","SPOT EXCHANGE RATE - EURO AREA ","UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","CHINA -- SPOT EXCHANGE RATE, YUAN/US$ P.R. ","JAPAN -- SPOT EXCHANGE RATE, YEN/US$ ","SWITZERLAND -- SPOT EXCHANGE RATE, FRANCS/US$ "
"Unit:","Currency:_Per_EUR","Currency:_Per_GBP","Currency:_Per_USD","Currency:_Per_USD","Currency:_Per_USD"
"Multiplier:","1","0.00999999978","1","1","1"
"Currency:","USD","USD","CNY","JPY","CHF"
"Unique Identifier: ","H10/H10/RXI$US_N.B.EU","H10/H10/RXI$US_N.B.UK","H10/H10/RXI_N.B.CH","H10/H10/RXI_N.B.JA","H10/H10/RXI_N.B.SZ"
"Time Period","RXI$US_N.B.EU","RXI$US_N.B.UK","RXI_N.B.CH","RXI_N.B.JA","RXI_N.B.SZ"
2014-07-23,1.3462,1.7036,6.1982,101.5000,0.9024
2014-07-24,1.3468,1.6981,6.1944,101.8200,0.9024
2014-07-25,1.3431,1.6972,6.1913,101.8100,0.9045
2014-07-28,1.3440,1.6991,6.1870,101.8200,0.9037
2014-07-29,1.3410,1.6939,6.1800,102.1200,0.9068
2014-07-30,1.3378,1.6903,6.1712,102.9000,0.9096
2014-07-31,1.3390,1.6889,6.1737,102.7500,0.9086
2014-08-01,1.3436,1.6832,6.1793,102.4500,0.9048
2014-08-04,1.3414,1.6841,6.1780,102.4700,0.9068
2014-08-05,1.3366,1.6874,6.1705,102.7700,0.9102
2014-08-06,1.3355,1.6833,6.1625,102.3400,0.9095
2014-08-07,1.3362,1.6849,6.1618,102.0600,0.9086
2014-08-08,1.3412,1.6778,6.1557,101.9100,0.9050
2014-08-11,1.3385,1.6787,6.1528,102.1400,0.9063
2014-08-12,1.3357,1.6806,6.1575,102.2200,0.9082
2014-08-13,1.3367,1.6696,6.1531,102.4800,0.9079
2014-08-14,1.3376,1.6694,6.1575,102.4400,0.9056
2014-08-15,1.3392,1.6686,6.1470,102.1900,0.9026
2014-08-18,1.3358,1.6720,6.1425,102.5400,0.9066
2014-08-19,1.3320,1.6620,6.1425,102.8600,0.9089
2014-08-20,1.3284,1.6633,6.1395,103.3600,0.9116
2014-08-21,1.3284,1.6589,6.1510,103.7800,0.9112
2014-08-22,1.3237,1.6574,6.1510,103.9700,0.9142
2014-08-25,1.3206,1.6585,6.1540,103.9600,0.9144
2014-08-26,1.3189,1.6570,6.1522,104.1200,0.9167
2014-08-27,1.3192,1.6573,6.1430,103.9800,0.9148
2014-08-28,1.3178,1.6579,6.1423,103.7800,0.9150
2014-08-29,1.3150,1.6585,6.1430,104.0000,0.9174
2014-09-01,ND,ND,ND,ND,ND
2014-09-02,1.3124,1.6502,6.1480,105.1000,0.9196
2014-09-03,1.3136,1.6451,6.1408,104.8800,0.9186
2014-09-04,1.2926,1.6349,6.1383,105.2200,0.9327
2014-09-05,1.2956,1.6312,6.1400,104.9400,0.9306
2014-09-08,1.2948,1.6141,6.1400,105.6500,0.9317
2014-09-09,1.2909,1.6088,6.1362,106.3200,0.9348
2014-09-10,1.2908,1.6134,6.1284,106.7600,0.9382
2014-09-11,1.2936,1.6225,6.1295,106.8700,0.9349
2014-09-12,1.2955,1.6243,6.1344,107.2400,0.9337
2014-09-15,1.2951,1.6243,6.1415,107.1800,0.9344
2014-09-16,1.2976,1.6290,6.1459,106.9100,0.9314
2014-09-17,1.2958,1.6329,6.1385,107.5800,0.9346
2014-09-18,1.2913,1.6372,6.1400,108.6900,0.9344
2014-09-19,1.2835,1.6314,6.1403,108.9600,0.9404
2014-09-22,1.2829,1.6340,6.1400,108.8800,0.9410
2014-09-23,1.2858,1.6370,6.1368,108.8200,0.9386
2014-09-24,1.2788,1.6344,6.1346,108.9200,0.9446
2014-09-25,1.2748,1.6313,6.1355,108.7000,0.9467
2014-09-26,1.2686,1.6254,6.1266,109.3200,0.9513
2014-09-29,1.2703,1.6262,6.1495,109.3400,0.9498
2014-09-30,1.2628,1.6220,6.1380,109.6600,0.9554
2014-10-01,1.2618,1.6216,6.1380,109.3000,0.9566
2014-10-02,1.2670,1.6140,6.1380,108.1000,0.9532
2014-10-03,1.2517,1.5962,6.1385,109.7000,0.9670
2014-10-06,1.2592,1.6029,6.1385,109.0800,0.9626
2014-10-07,1.2626,1.6072,6.1385,108.3000,0.9606
2014-10-08,1.2683,1.6068,6.1385,108.4100,0.9564
2014-10-09,1.2683,1.6123,6.1299,108.0000,0.9545
2014-10-10,1.2636,1.6049,6.1308,107.8300,0.9568
2014-10-13,ND,ND,ND,ND,ND
2014-10-14,1.2660,1.5930,6.1250,107.1500,0.9536
2014-10-15,1.2778,1.5959,6.1249,106.0600,0.9444
2014-10-16,1.2812,1.6065,6.1230,105.9800,0.9425
2014-10-17,1.2755,1.6086,6.1238,106.7200,0.9468
2014-10-20,1.2783,1.6137,6.1233,106.8700,0.9438
2014-10-21,1.2724,1.6134,6.1205,106.7000,0.9482
2014-10-22,1.2658,1.6070,6.1180,107.3200,0.9530
2014-10-23,1.2658,1.6037,6.1190,108.1600,0.9535
2014-10-24,1.2675,1.6098,6.1168,108.0600,0.9514
2014-10-27,1.2712,1.6133,6.1160,107.7100,0.9484
2014-10-28,1.2747,1.6157,6.1130,108.0000,0.9463
2014-10-29,1.2762,1.6149,6.1107,108.1000,0.9452
2014-10-30,1.2622,1.6023,6.1140,108.9400,0.9552
2014-10-31,1.2530,1.5999,6.1124,112.0900,0.9623
2014-11-03,1.2487,1.5986,6.1178,113.9200,0.9655
2014-11-04,1.2554,1.5991,6.1150,113.4400,0.9596
2014-11-05,1.2488,1.5984,6.1135,114.6200,0.9640
2014-11-06,1.2414,1.5862,6.1117,114.8700,0.9702
2014-11-07,1.2422,1.5844,6.1225,114.7300,0.9684
2014-11-10,1.2425,1.5857,6.1190,114.7800,0.9678
2014-11-11,ND,ND,ND,ND,ND
2014-11-12,1.2456,1.5815,6.1257,115.4200,0.9650
2014-11-13,1.2476,1.5717,6.1243,115.6300,0.9634
2014-11-14,1.2494,1.5657,6.1290,116.5200,0.9616
2014-11-17,1.2447,1.5645,6.1242,116.4400,0.9653
2014-11-18,1.2534,1.5648,6.1208,116.7600,0.9583
2014-11-19,1.2548,1.5670,6.1190,117.7000,0.9572
2014-11-20,1.2526,1.5683,6.1230,118.1400,0.9596
2014-11-21,1.2394,1.5672,6.1244,117.7400,0.9696
2014-11-24,1.2427,1.5701,6.1412,118.3900,0.9676
2014-11-25,1.2472,1.5714,6.1355,117.9900,0.9645
2014-11-26,1.2503,1.5787,6.1386,117.6000,0.9614
2014-11-27,ND,ND,ND,ND,ND
2014-11-28,1.2438,1.5638,6.1429,118.7000,0.9658
2014-12-01,1.2490,1.5743,6.1515,118.1400,0.9631
2014-12-02,1.2390,1.5651,6.1490,119.1000,0.9720
2014-12-03,1.2304,1.5700,6.1499,119.8200,0.9779
2014-12-04,1.2432,1.5707,6.1541,119.6700,0.9674
2014-12-05,1.2304,1.5600,6.1497,121.3800,0.9772
2014-12-08,1.2292,1.5625,6.1725,120.8900,0.9778
2014-12-09,1.2415,1.5694,6.1855,118.8700,0.9680
2014-12-10,1.2425,1.5689,6.1763,118.5000,0.9680
2014-12-11,1.2397,1.5712,6.1881,119.4000,0.9688
2014-12-12,1.2484,1.5728,6.1864,118.2200,0.9620
2014-12-15,1.2470,1.5663,6.1900,117.7500,0.9632
2014-12-16,1.2504,1.5736,6.1890,117.2800,0.9604
2014-12-17,1.2406,1.5652,6.1957,117.6400,0.9679
2014-12-18,1.2291,1.5662,6.2139,118.8400,0.9794
2014-12-19,1.2235,1.5609,6.2196,119.5600,0.9832
2014-12-22,1.2252,1.5618,6.2213,119.8400,0.9820
2014-12-23,1.2180,1.5517,6.2256,120.6800,0.9872
2014-12-24,1.2188,1.5549,6.2148,120.4500,0.9865
2014-12-25,ND,ND,ND,ND,ND
2014-12-26,ND,ND,ND,ND,ND
2014-12-29,1.2179,1.5524,6.2222,120.5700,0.9878
2014-12-30,1.2174,1.5573,6.2015,119.3400,0.9880
2014-12-31,1.2101,1.5578,6.2046,119.8500,0.9934
2015-01-01,ND,ND,ND,ND,ND
2015-01-02,1.2015,1.5361,6.2046,120.2000,1.0004
2015-01-05,1.1918,1.5234,6.2201,119.6400,1.0079
2015-01-06,1.1936,1.5174,6.2125,118.2600,1.0062
2015-01-07,1.1820,1.5073,6.2127,119.5200,1.0160
2015-01-08,1.1811,1.5118,6.2143,119.5100,1.0169
2015-01-09,1.1830,1.5151,6.2085,118.6600,1.0151
2015-01-12,1.1832,1.5168,6.2027,118.3200,1.0150
2015-01-13,1.1779,1.5166,6.1970,118.1600,1.0195
2015-01-14,1.1806,1.5234,6.1957,116.7800,1.0172
2015-01-15,1.1598,1.5161,6.1870,116.9500,0.8930
2015-01-16,1.1517,1.5132,6.2065,117.4500,0.8488
2015-01-19,ND,ND,ND,ND,ND
2015-01-20,1.1559,1.5162,6.2137,118.4800,0.8751
2015-01-21,1.1584,1.5118,6.2112,117.8600,0.8596
2015-01-22,1.1414,1.5052,6.2085,117.9200,0.8678
2015-01-23,1.1279,1.5022,6.2279,117.8000,0.8760
2015-01-26,1.1290,1.5088,6.2535,118.3800,0.8988
2015-01-27,1.1370,1.5196,6.2430,117.6200,0.9042
2015-01-28,1.1342,1.5165,6.2475,117.7400,0.9055
2015-01-29,1.1308,1.5043,6.2463,118.3100,0.9226
2015-01-30,1.1290,1.5026,6.2495,117.4400,0.9210
2015-02-02,1.1337,1.5027,6.2594,117.3300,0.9262
2015-02-03,1.1462,1.5129,6.2573,117.4800,0.9234
2015-02-04,1.1418,1.5209,6.2472,117.5800,0.9238
2015-02-05,1.1432,1.5293,6.2516,117.4000,0.9248
2015-02-06,1.1330,1.5247,6.2417,119.1600,0.9228
2015-02-09,1.1316,1.5217,6.2467,118.7000,0.9258
2015-02-10,1.1316,1.5252,6.2405,119.3200,0.9263
2015-02-11,1.1300,1.5232,6.2422,120.3800,0.9288
2015-02-12,1.1410,1.5380,6.2440,118.7200,0.9283
2015-02-13,1.1408,1.5394,6.2399,118.7000,0.9308
2015-02-16,ND,ND,ND,ND,ND
2015-02-17,1.1395,1.5349,6.2546,118.9900,0.9346
2015-02-18,1.1342,1.5430,6.2546,119.1900,0.9446
2015-02-19,1.1392,1.5451,6.2546,118.8400,0.9472
2015-02-20,1.1372,1.5385,6.2546,118.6800,0.9419
2015-02-23,1.1346,1.5465,6.2546,118.8800,0.9494
2015-02-24,1.1307,1.5434,6.2546,119.1300,0.9516
2015-02-25,1.1363,1.5499,6.2591,118.8800,0.9496
2015-02-26,1.1212,1.5424,6.2584,119.3600,0.9540
2015-02-27,1.1197,1.5439,6.2695,119.7200,0.9513
2015-03-02,1.1190,1.5371,6.2720,120.0600,0.9553
2015-03-03,1.1212,1.5391,6.2741,119.4700,0.9590
2015-03-04,1.1070,1.5266,6.2701,119.7600,0.9640
2015-03-05,1.1006,1.5229,6.2658,120.2200,0.9736
2015-03-06,1.0855,1.5063,6.2620,120.9300,0.9846
2015-03-09,1.0846,1.5097,6.2635,121.1700,0.9873
2015-03-10,1.0707,1.5086,6.2615,121.2000,0.9996
2015-03-11,1.0576,1.4945,6.2613,121.5000,1.0074
2015-03-12,1.0615,1.4907,6.2614,121.2800,1.0034
2015-03-13,1.0524,1.4755,6.2585,121.1700,1.0047
2015-03-16,1.0575,1.4800,6.2620,121.3000,1.0074
2015-03-17,1.0605,1.4744,6.2490,121.2800,1.0040
2015-03-18,1.0643,1.4686,6.2289,120.9200,0.9952
2015-03-19,1.0621,1.4729,6.1955,120.9000,0.9921
2015-03-20,1.0792,1.4923,6.2037,120.2800,0.9766
2015-03-23,1.0928,1.4936,6.2135,119.7400,0.9668
2015-03-24,1.0908,1.4870,6.2046,119.9000,0.9586
2015-03-25,1.0986,1.4915,6.2116,119.3700,0.9574
2015-03-26,1.0919,1.4844,6.2103,119.0100,0.9614
2015-03-27,1.0891,1.4878,6.2145,119.1500,0.9586
2015-03-30,1.0818,1.4792,6.2065,120.1100,0.9678
2015-03-31,1.0741,1.4850,6.1990,119.9600,0.9712
2015-04-01,1.0768,1.4823,6.1976,119.6200,0.9671
2015-04-02,1.0874,1.4842,6.1968,119.7400,0.9578
2015-04-03,1.0990,1.4916,6.1930,118.9600,0.9504
2015-04-06,1.1008,1.4959,6.1930,119.0500,0.9524
2015-04-07,1.0850,1.4857,6.1955,120.3600,0.9640
2015-04-08,1.0818,1.4924,6.2020,119.9600,0.9634
2015-04-09,1.0671,1.4739,6.2050,120.3200,0.9754
2015-04-10,1.0598,1.4648,6.2082,120.2900,0.9807
2015-04-13,1.0582,1.4658,6.2152,120.3200,0.9780
2015-04-14,1.0672,1.4790,6.2113,119.2600,0.9712
2015-04-15,1.0596,1.4782,6.2037,119.2300,0.9721
2015-04-16,1.0742,1.4923,6.1947,119.1800,0.9584
2015-04-17,1.0780,1.4942,6.1976,119.0200,0.9528
2015-04-20,1.0763,1.4913,6.2014,119.2700,0.9543
2015-04-21,1.0758,1.4944,6.2010,119.4500,0.9528
2015-04-22,1.0729,1.5027,6.1927,119.9000,0.9662
2015-04-23,1.0803,1.5047,6.1975,119.6900,0.9550
2015-04-24,1.0876,1.5176,6.1930,118.9800,0.9533
2015-04-27,1.0892,1.5235,6.2185,119.1200,0.9534
2015-04-28,1.0979,1.5328,6.2035,118.8000,0.9538
2015-04-29,1.1174,1.5485,6.1989,118.8300,0.9358
2015-04-30,1.1162,1.5328,6.2018,119.8600,0.9410
2015-05-01,1.1194,1.5137,6.2018,120.2100,0.9340
2015-05-04,1.1145,1.5118,6.2085,120.2500,0.9357
2015-05-05,1.1174,1.5178,6.2058,119.8700,0.9262
2015-05-06,1.1345,1.5244,6.2001,119.4200,0.9150
2015-05-07,1.1283,1.5223,6.2063,119.7400,0.9196
2015-05-08,1.1241,1.5455,6.2084,119.7800,0.9274
2015-05-11,1.1142,1.5593,6.2086,120.0500,0.9344
2015-05-12,1.1240,1.5685,6.2086,119.8000,0.9266
2015-05-13,1.1372,1.5748,6.2043,119.0900,0.9162
2015-05-14,1.1368,1.5766,6.2013,119.2000,0.9146
2015-05-15,1.1428,1.5772,6.2051,119.3600,0.9174
2015-05-18,1.1354,1.5679,6.2041,119.8200,0.9230
2015-05-19,1.1151,1.5523,6.2064,120.5800,0.9367
2015-05-20,1.1079,1.5544,6.2036,121.2800,0.9395
2015-05-21,1.1126,1.5672,6.1958,121.0600,0.9346
2015-05-22,1.1033,1.5484,6.1972,121.4500,0.9428
2015-05-25,ND,ND,ND,ND,ND
2015-05-26,1.0876,1.5398,6.2038,123.0800,0.9503
2015-05-27,1.0888,1.5324,6.2011,123.7600,0.9508
2015-05-28,1.0914,1.5291,6.2002,124.1800,0.9458
2015-05-29,1.0994,1.5286,6.1980,123.9800,0.9404
2015-06-01,1.0913,1.5187,6.1985,124.6400,0.9467
2015-06-02,1.1130,1.5331,6.1980,124.1900,0.9343
2015-06-03,1.1285,1.5351,6.1976,124.0600,0.9336
2015-06-04,1.1271,1.5367,6.2006,124.5600,0.9342
2015-06-05,1.1108,1.5267,6.2024,125.5800,0.9436
2015-06-08,1.1232,1.5280,6.2053,125.0800,0.9332
2015-06-09,1.1284,1.5383,6.2047,124.1600,0.9295
2015-06-10,1.1307,1.5530,6.2055,122.7200,0.9292
2015-06-11,1.1236,1.5493,6.2065,123.6200,0.9364
2015-06-12,1.1278,1.5587,6.2081,123.2300,0.9260
2015-06-15,1.1266,1.5572,6.2080,123.3800,0.9351
2015-06-16,1.1238,1.5637,6.2085,123.3900,0.9325
2015-06-17,1.1244,1.5708,6.2086,124.2500,0.9272
2015-06-18,1.1404,1.5882,6.2075,122.8700,0.9196
2015-06-19,1.1335,1.5881,6.2085,122.7000,0.9206
2015-06-22,1.1378,1.5823,6.2085,123.2800,0.9188
2015-06-23,1.1190,1.5751,6.2066,123.7100,0.9336
2015-06-24,1.1178,1.5681,6.2061,124.2400,0.9360
2015-06-25,1.1196,1.5728,6.2084,123.6300,0.9375
2015-06-26,1.1156,1.5739,6.2080,123.9200,0.9351
2015-06-29,1.1180,1.5764,6.2085,122.5000,0.9280
2015-06-30,1.1154,1.5727,6.2000,122.1000,0.9346
2015-07-01,1.1084,1.5617,6.2008,123.0200,0.9456
2015-07-02,1.1090,1.5614,6.2044,123.1400,0.9436
2015-07-03,ND,ND,ND,ND,ND
2015-07-06,1.1076,1.5619,6.2089,122.5300,0.9432
2015-07-07,1.0952,1.5443,6.2097,122.1600,0.9482
2015-07-08,1.1072,1.5353,6.2087,120.5400,0.9458
2015-07-09,1.1025,1.5375,6.2086,121.2200,0.9495
2015-07-10,1.1150,1.5503,6.2092,122.7500,0.9411
2015-07-13,1.1020,1.5518,6.2081,123.3500,0.9492
2015-07-14,1.1015,1.5584,6.2088,123.3900,0.9459
2015-07-15,1.0965,1.5621,6.2082,123.8900,0.9521
2015-07-16,1.0898,1.5601,6.2094,124.0400,0.9562
2015-07-17,1.0848,1.5624,6.2085,124.0000,0.9608
2015-07-20,1.0850,1.5587,6.2095,124.2400,0.9630
2015-07-21,1.0927,1.5550,6.2095,123.9300,0.9590
2015-07-22,1.0884,1.5617,6.2093,124.0800,0.9613
2015-07-23,1.0976,1.5533,6.2091,123.8800,0.9581
2015-07-24,1.0976,1.5514,6.2095,123.7400,0.9620
2015-07-27,1.1112,1.5595,6.2091,123.2400,0.9597
2015-07-28,1.1055,1.5617,6.2084,123.5200,0.9638
2015-07-29,1.1026,1.5624,6.2089,123.8600,0.9630
2015-07-30,1.0914,1.5581,6.2096,124.3800,0.9696
2015-07-31,1.1028,1.5634,6.2097,123.9400,0.9636
2015-08-03,1.0962,1.5603,6.2087,123.9800,0.9682
2015-08-04,1.0953,1.5612,6.2086,124.0000,0.9732
2015-08-05,1.0868,1.5604,6.2096,124.8400,0.9810
2015-08-06,1.0922,1.5521,6.2096,124.6000,0.9808
2015-08-07,1.0958,1.5467,6.2087,124.2700,0.9824
2015-08-10,1.0994,1.5546,6.2094,124.5500,0.9848
2015-08-11,1.1042,1.5572,6.3232,124.9000,0.9869
2015-08-12,1.1198,1.5639,6.3845,123.8700,0.9691
2015-08-13,1.1144,1.5595,6.3982,124.3200,0.9760
2015-08-14,1.1110,1.5625,6.3908,124.2700,0.9780
2015-08-17,1.1078,1.5598,6.3937,124.3300,0.9770
2015-08-18,1.1028,1.5658,6.3928,124.3900,0.9764
2015-08-19,1.1061,1.5645,6.3956,124.1000,0.9702
2015-08-20,1.1200,1.5688,6.3875,123.5400,0.9621
2015-08-21,1.1356,1.5698,6.3887,122.1100,0.9488
2015-08-24,1.1580,1.5731,6.4029,118.5600,0.9347
2015-08-25,1.1410,1.5698,6.4122,119.9100,0.9488
2015-08-26,1.1390,1.5493,6.4083,119.0700,0.9472
2015-08-27,1.1239,1.5411,6.4053,120.8900,0.9631
2015-08-28,1.1172,1.5362,6.3890,121.3200,0.9622
2015-08-31,1.1194,1.5363,6.3760,121.2600,0.9681
2015-09-01,1.1263,1.5341,6.3630,119.9400,0.9622
2015-09-02,1.1242,1.5310,6.3544,120.0000,0.9690
2015-09-03,1.1104,1.5254,6.3549,120.2000,0.9764
2015-09-04,1.1117,1.5195,6.3549,119.0500,0.9754
2015-09-07,ND,ND,ND,ND,ND
2015-09-08,1.1182,1.5381,6.3657,119.7200,0.9780
2015-09-09,1.1165,1.5363,6.3768,120.9400,0.9767
2015-09-10,1.1262,1.5457,6.3770,120.7100,0.9735
2015-09-11,1.1338,1.5426,6.3735,120.6600,0.9735
2015-09-14,1.1307,1.5423,6.3664,119.9200,0.9687
2015-09-15,1.1260,1.5352,6.3685,120.3000,0.9755
2015-09-16,1.1304,1.5499,6.3694,120.6200,0.9688
2015-09-17,1.1312,1.5509,6.3645,120.9000,0.9710
2015-09-18,1.1358,1.5573,6.3628,119.8500,0.9614
2015-09-21,1.1204,1.5506,6.3676,120.4600,0.9702
2015-09-22,1.1133,1.5356,6.3750,120.0400,0.9733
2015-09-23,1.1160,1.5243,6.3836,120.1200,0.9780
2015-09-24,1.1252,1.5254,6.3818,119.5400,0.9730
2015-09-25,1.1192,1.5172,6.3737,120.7400,0.9760
2015-09-28,1.1236,1.5208,6.3685,119.8200,0.9735
2015-09-29,1.1246,1.5168,6.3621,119.7600,0.9710
2015-09-30,1.1162,1.5116,6.3556,119.8100,0.9773
2015-10-01,1.1200,1.5162,6.3559,119.5800,0.9744
2015-10-02,1.1276,1.5216,6.3559,119.4200,0.9684
2015-10-05,1.1200,1.5165,6.3559,120.3600,0.9746
2015-10-06,1.1266,1.5227,6.3559,120.1800,0.9678
2015-10-07,1.1249,1.5315,6.3559,119.9000,0.9716
2015-10-08,1.1282,1.5316,6.3529,119.9400,0.9674
2015-10-09,1.1363,1.5315,6.3450,120.3000,0.9615
2015-10-12,ND,ND,ND,ND,ND
2015-10-13,1.1382,1.5242,6.3417,119.8000,0.9594
2015-10-14,1.1437,1.5445,6.3462,119.2100,0.9517
2015-10-15,1.1418,1.5475,6.3459,118.2600,0.9489
2015-10-16,1.1360,1.5441,6.3523,119.6000,0.9536
2015-10-19,1.1320,1.5471,6.3591,119.5000,0.9560
2015-10-20,1.1359,1.5470,6.3480,119.7900,0.9540
2015-10-21,1.1345,1.5463,6.3487,119.9100,0.9570
2015-10-22,1.1140,1.5399,6.3577,120.5000,0.9710
2015-10-23,1.1016,1.5340,6.3488,121.2000,0.9769
2015-10-26,1.1051,1.5361,6.3517,120.8700,0.9815
2015-10-27,1.1052,1.5312,6.3517,120.2900,0.9848
2015-10-28,1.1066,1.5319,6.3581,120.5600,0.9848
2015-10-29,1.0963,1.5296,6.3552,121.1400,0.9915
2015-10-30,1.1042,1.5445,6.3180,120.7000,0.9858
2015-11-02,1.1026,1.5428,6.3180,120.7000,0.9853
2015-11-03,1.0946,1.5404,6.3180,121.2000,0.9922
2015-11-04,1.0861,1.5377,6.3357,121.5200,0.9933
2015-11-05,1.0869,1.5236,6.3180,121.7100,0.9964
2015-11-06,1.0746,1.5071,6.3180,123.2000,1.0048
2015-11-09,1.0767,1.5124,6.3619,123.0400,1.0017
2015-11-10,1.0686,1.5110,6.3603,123.2200,1.0076
2015-11-11,ND,ND,ND,ND,ND
2015-11-12,1.0768,1.5206,6.3690,122.8400,1.0014
2015-11-13,1.0722,1.5208,6.3735,122.9300,1.0088
2015-11-16,1.0708,1.5204,6.3700,123.1100,1.0079
2015-11-17,1.0634,1.5214,6.3771,123.4800,1.0169
2015-11-18,1.0638,1.5210,6.3834,123.5100,1.0198
2015-11-19,1.0746,1.5327,6.3825,122.7100,1.0140
2015-11-20,1.0660,1.5199,6.3835,122.8000,1.0183
2015-11-23,1.0602,1.5125,6.3890,123.0200,1.0205
2015-11-24,1.0652,1.5057,6.3883,122.4700,1.0161
2015-11-25,1.0616,1.5109,6.3877,122.7000,1.0220
2015-11-26,ND,ND,ND,ND,ND
2015-11-27,1.0596,1.5040,6.3945,122.8400,1.0305
2015-11-30,1.0562,1.5044,6.3883,123.2200,1.0282
2015-12-01,1.0620,1.5074,6.3883,122.8800,1.0296
2015-12-02,1.0573,1.4927,6.3883,123.5200,1.0274
2015-12-03,1.0902,1.5088,6.3883,123.0600,0.9996
2015-12-04,1.0884,1.5100,6.3883,123.1000,0.9986
2015-12-07,1.0840,1.5076,6.4081,123.3100,1.0026
2015-12-08,1.0876,1.5000,6.4162,123.0000,0.9940
2015-12-09,1.0984,1.5168,6.4270,121.8600,0.9866
2015-12-10,1.0948,1.5176,6.4363,121.4400,0.9888
2015-12-11,1.1002,1.5213,6.4538,120.9400,0.9828
2015-12-14,1.1025,1.5130,6.4588,120.5700,0.9823
2015-12-15,1.0911,1.5044,6.4600,121.6600,0.9921
2015-12-16,1.0937,1.5013,6.4723,121.8800,0.9852
2015-12-17,1.0804,1.4876,6.4822,122.7500,0.9987
2015-12-18,1.0847,1.4914,6.4800,121.2000,0.9940
2015-12-21,1.0920,1.4906,6.4793,120.9900,0.9912
2015-12-22,1.0978,1.4811,6.4778,120.9400,0.9866
2015-12-23,1.0875,1.4863,6.4763,120.9400,0.9938
2015-12-24,1.0955,1.4943,6.4758,120.3200,0.9872
2015-12-25,ND,ND,ND,ND,ND
2015-12-28,1.0983,1.4883,6.4778,120.3000,0.9878
2015-12-29,1.0916,1.4794,6.4778,120.4400,0.9924
2015-12-30,1.0912,1.4832,6.4896,120.6000,0.9890
2015-12-31,1.0859,1.4746,6.4778,120.2700,1.0017
2016-01-01,ND,ND,ND,ND,ND
2016-01-04,1.0803,1.4686,6.5338,119.3000,1.0042
2016-01-05,1.0743,1.4664,6.5219,118.9500,1.0096
2016-01-06,1.0762,1.4626,6.5554,118.5400,1.0084
2016-01-07,1.0860,1.4579,6.5926,118.0000,1.0018
2016-01-08,1.0885,1.4523,6.5932,117.7400,0.9972
2016-01-11,1.0878,1.4564,6.5675,117.4800,1.0000
2016-01-12,1.0837,1.4403,6.5700,117.7800,1.0030
2016-01-13,1.0862,1.4470,6.5700,118.0600,1.0064
2016-01-14,1.0862,1.4409,6.5891,118.0300,1.0072
2016-01-15,1.0964,1.4289,6.5840,116.7800,0.9984
2016-01-18,ND,ND,ND,ND,ND
2016-01-19,1.0906,1.4171,6.5783,117.6600,1.0032
2016-01-20,1.0908,1.4167,6.5781,116.3800,1.0032
2016-01-21,1.0833,1.4198,6.5794,117.6100,1.0112
2016-01-22,1.0814,1.4308,6.5788,118.3700,1.0148
2016-01-25,1.0832,1.4245,6.5790,118.5500,1.0148
2016-01-26,1.0846,1.4342,6.5814,118.5000,1.0189
2016-01-27,1.0867,1.4261,6.5773,118.9000,1.0176
2016-01-28,1.0952,1.4351,6.5744,118.6100,1.0134
2016-01-29,1.0832,1.4184,6.5752,121.0500,1.0226
2016-02-01,1.0888,1.4367,6.5778,121.0600,1.0202
2016-02-02,1.0908,1.4399,6.5795,120.2700,1.0181
2016-02-03,1.1051,1.4576,6.5765,117.9200,1.0070
